エンジニア属性推定を開始 (ドライラン)
必要プロパティは全て存在します
[DRY-RUN] TYO | 国籍=外国籍候補: 氏名がアルファベット主体: TYO / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] MK | 国籍=外国籍候補: 氏名がアルファベット主体: MK
[DRY-RUN] YN | 国籍=外国籍候補: 氏名がアルファベット主体: YN
[DRY-RUN] TI | 国籍=外国籍候補: 備考に「インド」
[DRY-RUN] 不明 | 国籍=要確認: 氏名から国籍を判定できない
[DRY-RUN] K.M | 国籍=外国籍候補: 氏名がアルファベット主体: K.M / 居住地=愛知: 備考の駅名「名古屋」
[DRY-RUN] 不明 | 国籍=要確認: 氏名から国籍を判定できない
[DRY-RUN] H.Y | 国籍=外国籍候補: 氏名がアルファベット主体: H.Y / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] A.S | 国籍=外国籍候補: 備考に「韓国語」 / 居住地=愛知: 備考の駅名「名古屋」
[DRY-RUN] A.S | 国籍=外国籍候補: 備考に「韓国語」 / 居住地=愛知: 備考の駅名「名古屋」
[DRY-RUN] R.N | 国籍=外国籍候補: 氏名がアルファベット主体: R.N / 居住地=神奈川: 備考の駅名「横浜」
[DRY-RUN] ST | 国籍=外国籍候補: 備考に「中国人」 / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] SH | 国籍=外国籍候補: 氏名がアルファベット主体: SH / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] KT | 国籍=外国籍候補: 氏名がアルファベット主体: KT / 居住地=愛知: 備考の駅名「名古屋」
[DRY-RUN] IA | 国籍=外国籍候補: 氏名がアルファベット主体: IA / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] 不明 | 国籍=要確認: 氏名から国籍を判定できない
[DRY-RUN] MT | 国籍=外国籍候補: 氏名がアルファベット主体: MT / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] SS | 国籍=外国籍候補: 氏名がアルファベット主体: SS / 居住地=愛知: 備考の駅名「名古屋」
[DRY-RUN] SK | 国籍=外国籍候補: 氏名がアルファベット主体: SK / 居住地=愛知: 備考の駅名「名古屋」
[DRY-RUN] HK | 国籍=外国籍候補: 氏名がアルファベット主体: HK / 居住地=愛知: 備考の駅名「名古屋」
[DRY-RUN] K.Y | 国籍=外国籍候補: 氏名がアルファベット主体: K.Y / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] ST | 国籍=外国籍候補: 氏名がアルファベット主体: ST / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] I.M | 国籍=外国籍候補: 氏名がアルファベット主体: I.M / 居住地=東京: 備考の駅名「新宿」
[DRY-RUN] 不明 | 国籍=要確認: 氏名から国籍を判定できない
[DRY-RUN] YJ | 国籍=外国籍候補: 氏名がアルファベット主体: YJ / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] HT | 国籍=外国籍候補: 氏名がアルファベット主体: HT / 居住地=愛知: 備考の駅名「名古屋」
[DRY-RUN] 不明 | 国籍=要確認: 氏名から国籍を判定できない
[DRY-RUN] R.M | 国籍=外国籍候補: 氏名がアルファベット主体: R.M / 居住地=東京: 備考の駅名「新宿」
[DRY-RUN] N0788 CK | 国籍=外国籍候補: 氏名がアルファベット主体: N0788 CK / 居住地=神奈川: 備考の駅名「横浜」
[DRY-RUN] TY | 国籍=外国籍候補: 氏名がアルファベット主体: TY / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] SH | 国籍=外国籍候補: 氏名がアルファベット主体: SH / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] No.0004 | 国籍=外国籍候補: 氏名がアルファベット主体: No.0004 / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] 譚.E（タン.E） | 国籍=外国籍候補: 備考に「中国」 / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] 譚.E（タン.イー） | 国籍=外国籍候補: 備考に「中国」 / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] SK | 国籍=外国籍候補: 氏名がアルファベット主体: SK / 居住地=神奈川: 備考の駅名「横浜」
[DRY-RUN] ST | 国籍=外国籍候補: 氏名がアルファベット主体: ST / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] NT | 国籍=外国籍候補: 氏名がアルファベット主体: NT / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] M.A | 国籍=外国籍候補: 氏名がアルファベット主体: M.A / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] K.K | 国籍=外国籍候補: 氏名がアルファベット主体: K.K / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] TM | 国籍=外国籍候補: 氏名がアルファベット主体: TM / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] K.K | 国籍=外国籍候補: 氏名がアルファベット主体: K.K / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] N.M | 国籍=外国籍候補: 氏名がアルファベット主体: N.M / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] S.S | 国籍=外国籍候補: 氏名がアルファベット主体: S.S / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] OR | 国籍=外国籍候補: 氏名がアルファベット主体: OR / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] T.Y | 国籍=外国籍候補: 備考に「インド」 / 居住地=東京: 備考の駅名「錦糸町」
[DRY-RUN] KT | 国籍=外国籍候補: 氏名がアルファベット主体: KT / 居住地=愛知: 備考の駅名「名古屋」
[DRY-RUN] T.R | 国籍=外国籍候補: 氏名がアルファベット主体: T.R / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] I.M | 国籍=外国籍候補: 氏名がアルファベット主体: I.M / 居住地=埼玉: 備考の駅名「浦和」
[DRY-RUN] SS | 国籍=外国籍候補: 氏名がアルファベット主体: SS / 居住地=愛知: 備考の駅名「名古屋」
[DRY-RUN] 不明 | 国籍=要確認: 氏名から国籍を判定できない / 居住地=東京: 備考の駅名「三鷹」
[DRY-RUN] SK | 国籍=外国籍候補: 氏名がアルファベット主体: SK / 居住地=愛知: 備考の駅名「名古屋」
[DRY-RUN] M.K | 国籍=外国籍候補: 氏名がアルファベット主体: M.K / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] IT(34歳_男性) | 国籍=日本: 氏名が日本語表記: IT(34歳_男性) / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] 未記載 | 国籍=日本: 氏名が日本語表記: 未記載
[DRY-RUN] SS | 国籍=外国籍候補: 氏名がアルファベット主体: SS / 居住地=愛知: 備考の駅名「名古屋」
[DRY-RUN] MS | 国籍=外国籍候補: 氏名がアルファベット主体: MS / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] K.Y | 国籍=外国籍候補: 氏名がアルファベット主体: K.Y / 居住地=東京: 備考の駅名「渋谷」
[DRY-RUN] KM | 国籍=外国籍候補: 氏名がアルファベット主体: KM / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] YS | 国籍=外国籍候補: 氏名がアルファベット主体: YS / 居住地=愛知: 備考の駅名「名古屋」
[DRY-RUN] S.T | 国籍=外国籍候補: 氏名がアルファベット主体: S.T / 居住地=東京: 備考の駅名「渋谷」
[DRY-RUN] SN | 国籍=外国籍候補: 氏名がアルファベット主体: SN / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] KR | 国籍=外国籍候補: 氏名がアルファベット主体: KR / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] 00BZ83 | 国籍=外国籍候補: 備考に「インド」 / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] YT | 国籍=外国籍候補: 備考に「ベトナム」 / 居住地=神奈川: 備考の駅名「横浜」
[DRY-RUN] OH | 国籍=外国籍候補: 氏名がアルファベット主体: OH / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] K.S | 国籍=外国籍候補: 備考に「中国」 / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] TK | 国籍=外国籍候補: 氏名がアルファベット主体: TK / 居住地=埼玉: 備考の駅名「大宮」
[DRY-RUN] OH | 国籍=外国籍候補: 氏名がアルファベット主体: OH / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] SN | 国籍=外国籍候補: 氏名がアルファベット主体: SN / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] 不明 | 国籍=要確認: 氏名から国籍を判定できない
[DRY-RUN] RY | 国籍=外国籍候補: 氏名がアルファベット主体: RY / 居住地=愛知: 備考の駅名「名古屋」
[DRY-RUN] FK | 国籍=外国籍候補: 氏名がアルファベット主体: FK / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] 22BZ62（31歳男性） | 国籍=日本: 氏名が日本語表記: 22BZ62(31歳男性) / 居住地=東京: 備考の駅名「五反田」
[DRY-RUN] HO | 国籍=外国籍候補: 氏名がアルファベット主体: HO / 居住地=愛知: 備考の駅名「名古屋」
[DRY-RUN] HY | 国籍=外国籍候補: 氏名がアルファベット主体: HY / 居住地=北海道: 備考の駅名「札幌」
[DRY-RUN] T.W | 国籍=外国籍候補: 氏名がアルファベット主体: T.W / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] 37BZ94（氏名非開示） | 国籍=日本: 氏名が日本語表記: 37BZ94(氏名非開示) / 居住地=東京: 備考の駅名「五反田」
[DRY-RUN] ID:129BZ59（40歳、男性、韓国籍） | 国籍=外国籍候補: 備考に「韓国」 / 居住地=東京: 備考の駅名「五反田」
[DRY-RUN] 不明 | 国籍=要確認: 氏名から国籍を判定できない
[DRY-RUN] T.F | 国籍=外国籍候補: 氏名がアルファベット主体: T.F / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] SS | 国籍=外国籍候補: 氏名がアルファベット主体: SS / 居住地=愛知: 備考の駅名「名古屋」
[DRY-RUN] 不明 | 国籍=要確認: 氏名から国籍を判定できない
[DRY-RUN] TA | 国籍=外国籍候補: 氏名がアルファベット主体: TA / 居住地=愛知: 備考の駅名「名古屋」
[DRY-RUN] 複数名（張.ZJ、鄢.H、Y.K、王.XX、譚.E、方.X、邱.U） | 国籍=外国籍候補: 備考に「中国」
[DRY-RUN] 若手女性未経験人材 | 国籍=日本: 氏名が日本語表記: 若手女性未経験人材
[DRY-RUN] B.T | 国籍=外国籍候補: 氏名がアルファベット主体: B.T / 居住地=東京: 備考の駅名「品川」
[DRY-RUN] KM | 国籍=外国籍候補: 氏名がアルファベット主体: KM / 居住地=東京: 備考の駅名「赤羽」
[DRY-RUN] KI | 国籍=外国籍候補: 氏名がアルファベット主体: KI / 居住地=東京: 備考の駅名「赤羽」
[DRY-RUN] N.O | 国籍=外国籍候補: 氏名がアルファベット主体: N.O / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] D.M | 国籍=外国籍候補: 氏名がアルファベット主体: D.M / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] SK | 国籍=外国籍候補: 氏名がアルファベット主体: SK / 居住地=東京: 備考の駅名「赤羽」
[DRY-RUN] K.M | 国籍=外国籍候補: 氏名がアルファベット主体: K.M / 居住地=東京: 備考の駅名「池袋」
[DRY-RUN] M.K | 国籍=外国籍候補: 氏名がアルファベット主体: M.K
[DRY-RUN] W.R | 国籍=外国籍候補: 氏名がアルファベット主体: W.R / 居住地=神奈川: 備考の駅名「横浜」
[DRY-RUN] M.S | 国籍=外国籍候補: 氏名がアルファベット主体: M.S / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] 不明 | 国籍=要確認: 氏名から国籍を判定できない / 居住地=埼玉: 備考の駅名「川口」
[DRY-RUN] SH | 国籍=外国籍候補: 氏名がアルファベット主体: SH / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] TO | 国籍=外国籍候補: 氏名がアルファベット主体: TO / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] K.Y | 国籍=外国籍候補: 氏名がアルファベット主体: K.Y / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] 不明 | 国籍=要確認: 氏名から国籍を判定できない / 居住地=埼玉: 備考の駅名「所沢」
[DRY-RUN] 不明 | 国籍=要確認: 氏名から国籍を判定できない
[DRY-RUN] 不明 | 国籍=要確認: 氏名から国籍を判定できない
[DRY-RUN] 複数人材提案（4名） | 国籍=外国籍候補: 備考に「中国」 / 居住地=東京: 備考の駅名「北千住」
[DRY-RUN] TM | 国籍=外国籍候補: 氏名がアルファベット主体: TM / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] N.H | 国籍=外国籍候補: 氏名がアルファベット主体: N.H / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] 不明 | 国籍=要確認: 氏名から国籍を判定できない
[DRY-RUN] 不明 | 国籍=要確認: 氏名から国籍を判定できない
[DRY-RUN] MY2057 | 国籍=外国籍候補: 氏名がアルファベット主体: MY2057 / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] 不明 | 国籍=要確認: 氏名から国籍を判定できない
[DRY-RUN] DS | 国籍=外国籍候補: 氏名がアルファベット主体: DS / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] KN | 国籍=外国籍候補: 氏名がアルファベット主体: KN / 居住地=東京: 備考の駅名「目黒」
[DRY-RUN] 不明 | 国籍=要確認: 氏名から国籍を判定できない
[DRY-RUN] MU | 国籍=外国籍候補: 氏名がアルファベット主体: MU / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] Y.T | 国籍=外国籍候補: 氏名がアルファベット主体: Y.T / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] 不明 | 国籍=要確認: 氏名から国籍を判定できない
[DRY-RUN] SA | 国籍=外国籍候補: 氏名がアルファベット主体: SA / 居住地=埼玉: 備考の駅名「浦和」
[DRY-RUN] 不明 | 国籍=要確認: 氏名から国籍を判定できない
[DRY-RUN] 不明 | 国籍=要確認: 氏名から国籍を判定できない
[DRY-RUN] 不明 | 国籍=要確認: 氏名から国籍を判定できない
[DRY-RUN] Y.N | 国籍=外国籍候補: 氏名がアルファベット主体: Y.N / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] S.K | 国籍=外国籍候補: 氏名がアルファベット主体: S.K / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] T.J | 国籍=外国籍候補: 氏名がアルファベット主体: T.J / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] TA | 国籍=外国籍候補: 氏名がアルファベット主体: TA / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] 複数名提案（陳.K、許.YY、張.ZJ他7名） | 国籍=外国籍候補: 備考に「中国」
[DRY-RUN] YS | 国籍=外国籍候補: 氏名がアルファベット主体: YS / 居住地=愛知: 備考の駅名「名古屋」
[DRY-RUN] TA | 国籍=外国籍候補: 氏名がアルファベット主体: TA / 居住地=愛知: 備考の駅名「名古屋」
[DRY-RUN] SS | 国籍=外国籍候補: 氏名がアルファベット主体: SS / 居住地=愛知: 備考の駅名「名古屋」
[DRY-RUN] S.K | 国籍=外国籍候補: 氏名がアルファベット主体: S.K / 居住地=神奈川: 備考の駅名「横浜」
[DRY-RUN] SA | 国籍=外国籍候補: 氏名がアルファベット主体: SA / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] T.M | 国籍=外国籍候補: 氏名がアルファベット主体: T.M / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] 不明 | 国籍=要確認: 氏名から国籍を判定できない
[DRY-RUN] I.S | 国籍=外国籍候補: 氏名がアルファベット主体: I.S / 居住地=東京: 備考の駅名「渋谷」
[DRY-RUN] A.M | 国籍=外国籍候補: 氏名がアルファベット主体: A.M / 居住地=東京: 備考の駅名「渋谷」
[DRY-RUN] SA | 国籍=外国籍候補: 氏名がアルファベット主体: SA / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] MK | 国籍=外国籍候補: 氏名がアルファベット主体: MK / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] YJ | 国籍=外国籍候補: 氏名がアルファベット主体: YJ / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] K.M | 国籍=外国籍候補: 氏名がアルファベット主体: K.M / 居住地=神奈川: 備考の駅名「横浜」
[DRY-RUN] HO | 国籍=外国籍候補: 氏名がアルファベット主体: HO / 居住地=愛知: 備考の駅名「名古屋」
[DRY-RUN] S.S | 国籍=外国籍候補: 氏名がアルファベット主体: S.S / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] T.M | 国籍=外国籍候補: 氏名がアルファベット主体: T.M
[DRY-RUN] N.T | 国籍=外国籍候補: 氏名がアルファベット主体: N.T / 居住地=東京: 備考の駅名「六本木」
[DRY-RUN] ID:17BZ766（42歳女性） | 国籍=外国籍候補: 氏名がアルファベット主体: ID:17BZ766(42歳女性) / 居住地=東京: 備考の駅名「五反田」
[DRY-RUN] RW | 国籍=外国籍候補: 氏名がアルファベット主体: RW / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] S.T | 国籍=外国籍候補: 氏名がアルファベット主体: S.T
[DRY-RUN] 本橋然（ID: 17BZ690） | 国籍=外国籍候補: 氏名がアルファベット主体: 本橋然(ID: 17BZ690) / 居住地=東京: 備考の駅名「五反田」
[DRY-RUN] S.N | 国籍=外国籍候補: 氏名がアルファベット主体: S.N / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] I.T | 国籍=外国籍候補: 氏名がアルファベット主体: I.T / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] S.D | 国籍=外国籍候補: 氏名がアルファベット主体: S.D
[DRY-RUN] K.Y | 国籍=外国籍候補: 氏名がアルファベット主体: K.Y / 居住地=東京: 備考の駅名「恵比寿」
[DRY-RUN] YS | 国籍=外国籍候補: 氏名がアルファベット主体: YS / 居住地=愛知: 備考の駅名「名古屋」
[DRY-RUN] F.T | 国籍=外国籍候補: 氏名がアルファベット主体: F.T / 居住地=愛知: 備考の駅名「名古屋」
[DRY-RUN] U.S | 国籍=外国籍候補: 氏名がアルファベット主体: U.S / 居住地=東京: 備考の駅名「六本木」
[DRY-RUN] MH | 国籍=外国籍候補: 氏名がアルファベット主体: MH / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] KY | 国籍=外国籍候補: 氏名がアルファベット主体: KY / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] 不明 | 国籍=要確認: 氏名から国籍を判定できない
[DRY-RUN] SM | 国籍=外国籍候補: 氏名がアルファベット主体: SM / 居住地=東京: 備考の駅名「目黒」
[DRY-RUN] Y.K | 国籍=外国籍候補: 備考に「中国」 / 居住地=東京: 備考の駅名「北千住」
[DRY-RUN] Y.K | 国籍=外国籍候補: 備考に「中国」 / 居住地=東京: 備考の駅名「北千住」
[DRY-RUN] ID:17BZ697（女性、34歳） | 国籍=外国籍候補: 氏名がアルファベット主体: ID:17BZ697(女性、34歳) / 居住地=東京: 備考の駅名「五反田」
[DRY-RUN] I.T | 国籍=外国籍候補: 氏名がアルファベット主体: I.T / 居住地=東京: 備考の駅名「渋谷」
[DRY-RUN] S.S | 国籍=外国籍候補: 氏名がアルファベット主体: S.S / 居住地=東京: 備考の駅名「渋谷」
[DRY-RUN] UT | 国籍=外国籍候補: 氏名がアルファベット主体: UT / 居住地=愛知: 備考の駅名「名古屋」
[DRY-RUN] M.T | 国籍=外国籍候補: 氏名がアルファベット主体: M.T / 居住地=東京: 備考の駅名「大崎」
[DRY-RUN] 不明 | 国籍=要確認: 氏名から国籍を判定できない
[DRY-RUN] B.K | 国籍=外国籍候補: 氏名がアルファベット主体: B.K
[DRY-RUN] K.T | 国籍=外国籍候補: 氏名がアルファベット主体: K.T / 居住地=北海道: 備考の駅名「札幌」
[DRY-RUN] K.H | 国籍=外国籍候補: 氏名がアルファベット主体: K.H / 居住地=東京: 備考の駅名「渋谷」
[DRY-RUN] 不明 | 国籍=要確認: 氏名から国籍を判定できない
[DRY-RUN] K.M | 国籍=外国籍候補: 氏名がアルファベット主体: K.M / 居住地=埼玉: 備考の駅名「大宮」
[DRY-RUN] A.K | 国籍=外国籍候補: 氏名がアルファベット主体: A.K
[DRY-RUN] ID:14BZ989 | 国籍=外国籍候補: 氏名がアルファベット主体: ID:14BZ989 / 居住地=東京: 備考の駅名「五反田」
[DRY-RUN] T.U | 国籍=外国籍候補: 氏名がアルファベット主体: T.U
[DRY-RUN] T.M | 国籍=外国籍候補: 氏名がアルファベット主体: T.M
[DRY-RUN] KH | 国籍=外国籍候補: 氏名がアルファベット主体: KH / 居住地=愛知: 備考の駅名「名古屋」
[DRY-RUN] K.S | 国籍=外国籍候補: 備考に「インド」 / 居住地=神奈川: 備考の駅名「川崎」
[DRY-RUN] N.I | 国籍=外国籍候補: 氏名がアルファベット主体: N.I / 居住地=千葉: 備考の駅名「千葉」
[DRY-RUN] H.K | 国籍=外国籍候補: 氏名がアルファベット主体: H.K
[DRY-RUN] A.M | 国籍=外国籍候補: 氏名がアルファベット主体: A.M
[DRY-RUN] HM☆新高円寺 | 国籍=日本: 氏名が日本語表記: HM☆新高円寺 / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] AN☆岡山 | 国籍=外国籍候補: 氏名がアルファベット主体: AN☆岡山 / 居住地=東京: 備考の駅名「東京」
[DRY-RUN] N.M | 国籍=外国籍候補: 氏名がアルファベット主体: N.M
[DRY-RUN] K.H | 国籍=外国籍候補: 氏名がアルファベット主体: K.H / 居住地=東京: 備考の駅名「池袋」
[DRY-RUN] 金.K | 国籍=日本: 氏名が日本語表記: 金.K / 居住地=東京: 備考の駅名「渋谷」
[DRY-RUN] YN | 国籍=外国籍候補: 氏名がアルファベット主体: YN / 居住地=愛知: 備考の駅名「名古屋」
[DRY-RUN] N.K | 国籍=外国籍候補: 氏名がアルファベット主体: N.K / 居住地=東京: 備考の駅名「渋谷」
[DRY-RUN] T.Y | 国籍=外国籍候補: 氏名がアルファベット主体: T.Y / 居住地=東京: 備考の駅名「渋谷」
[DRY-RUN] K.K | 国籍=外国籍候補: 氏名がアルファベット主体: K.K
[DRY-RUN] C.M | 国籍=外国籍候補: 氏名がアルファベット主体: C.M
[DRY-RUN] ID:17BZ529（29歳男性） | 国籍=外国籍候補: 氏名がアルファベット主体: ID:17BZ529(29歳男性) / 居住地=東京: 備考の駅名「五反田」
[DRY-RUN] K.O | 国籍=外国籍候補: 氏名がアルファベット主体: K.O
[DRY-RUN] EH | 国籍=外国籍候補: 氏名がアルファベット主体: EH / 居住地=東京: 備考の駅名「八王子」
[DRY-RUN] N.H | 国籍=外国籍候補: 氏名がアルファベット主体: N.H
[DRY-RUN] N.T | 国籍=外国籍候補: 氏名がアルファベット主体: N.T
[DRY-RUN] M.K | 国籍=外国籍候補: 氏名がアルファベット主体: M.K / 居住地=東京: 備考の駅名「赤羽」
[DRY-RUN] Y.S | 国籍=外国籍候補: 氏名がアルファベット主体: Y.S
[DRY-RUN] S・R | 国籍=外国籍候補: 氏名がアルファベット主体: S・R / 居住地=愛知: 備考の駅名「名古屋」
[DRY-RUN] 不明 | 国籍=要確認: 氏名から国籍を判定できない
